,age_upon_outcome,animal_id,animal_type,breed,color,date_of_birth,datetime,monthyear,outcome_subtype,outcome_type,sex_upon_outcome,location_lat,location_long,age_upon_outcome_in_weeks,name,breed_id,Chip_ID
388.0,2 years,A743329,Dog,Border Collie/Great Pyrenees,Tan/White,2015-02-08,2/20/2017 0:00,2017-02-20T00:00:00,Partner,Transfer,Neutered Male,30.56197735,-97.58235584,106.1428571,Sobeck,,
389.0,4 months,A725727,Dog,Pit Bull Mix,Tan/White,2016-01-02,5/10/2016 18:36,2016-05-10T18:36:00,,Adoption,Spayed Female,30.4994079,-97.58532838,18.53928571,*Lucinda,,
390.0,6 days,A674754,Cat,Domestic Shorthair Mix,Orange Tabby,2014-03-12,3/18/2014 11:47,2014-03-18T11:47:00,Partner,Transfer,Intact Male,30.75775868,-97.70220778,0.927281746,,,
391.0,6 months,A669598,Cat,Domestic Shorthair Mix,Black,2013-06-24,12/28/2013 14:37,2013-12-28T14:37:00,,Adoption,Intact Male,30.54528554,-97.45907176,26.80128968,Mugen,,
392.0,3 years,A719466,Dog,Australian Kelpie Mix,Blue,2013-01-20,1/20/2016 16:20,2016-01-20T16:20:00,,Return to Owner,Neutered Male,30.68105945,-97.48333417,156.5257937,Raymond,,
393.0,14 years,A657188,Cat,Domestic Shorthair Mix,Brown Tabby/White,1999-06-24,1/26/2014 16:24,2014-01-26T16:24:00,Foster,Adoption,Neutered Male,30.67451989,-97.30652714,761.5261905,Tommy,,
394.0,2 years,A716519,Cat,Domestic Medium Hair Mix,Orange Tabby/White,2013-11-20,11/24/2015 19:30,2015-11-24T19:30:00,SCRP,Transfer,Unknown,30.58896019,-97.51800753,104.9732143,,,
395.0,2 years,A686082,Dog,Siberian Husky Mix,Red/White,2012-08-16,8/20/2014 18:40,2014-08-20T18:40:00,,Adoption,Spayed Female,30.63800756,-97.48798493,104.968254,,,
396.0,3 years,A746407,Cat,Domestic Shorthair Mix,Blue Tabby,2014-04-02,6/24/2017 15:45,2017-06-24T15:45:00,Foster,Adoption,Neutered Male,30.30618647,-97.2703283,168.5223214,Milo,,
397.0,8 months,A739122,Cat,Domestic Shorthair Mix,Brown Tabby,2016-03-28,11/29/2016 9:00,2016-11-29T09:00:00,SCRP,Transfer,Neutered Male,30.69276198,-97.28944563,35.19642857,,,
398.0,1 month,A720525,Dog,Labrador Retriever Mix,Black/White,2015-12-17,2/13/2016 18:22,2016-02-13T18:22:00,,Adoption,Spayed Female,30.63074487,-97.424171,8.395039683,*Merida,,
399.0,3 weeks,A708416,Cat,Domestic Shorthair Mix,Orange Tabby,2015-07-05,7/27/2015 15:38,2015-07-27T15:38:00,Partner,Transfer,Unknown,30.7295441,-97.28724873,3.235912698,,,
400.0,11 months,A681819,Dog,German Shepherd,Black,2013-07-15,7/2/2014 16:40,2014-07-02T16:40:00,,Return to Owner,Spayed Female,30.50251693,-97.51734361,50.38492063,Ashes,656174071f442de352558622,
401.0,2 months,A664033,Dog,German Shepherd Mix,Tan/White,2013-07-27,10/2/2013 18:40,2013-10-02T18:40:00,,Adoption,Neutered Male,30.41143715,-97.40334426,9.682539683,*Billy,,
402.0,2 months,A728008,Cat,Domestic Shorthair Mix,Torbie,2016-04-14,6/22/2016 18:13,2016-06-22T18:13:00,Medical,Euthanasia,Intact Female,30.60325506,-97.26111838,9.965575397,,,
403.0,2 months,A684235,Cat,Domestic Longhair Mix,Brown Tabby/White,2014-04-29,7/22/2014 9:00,2014-07-22T09:00:00,SCRP,Transfer,Intact Male,30.32172001,-97.24612259,12.05357143,,,
404.0,6 months,A728040,Dog,Plott Hound Mix,Chocolate/White,2015-11-30,6/3/2016 17:40,2016-06-03T17:40:00,,Adoption,Neutered Male,30.30327714,-97.70394871,26.6765873,Nikola,,
405.0,1 year,A694186,Dog,Pit Bull Mix,Blue/White,2013-06-22,12/24/2014 17:22,2014-12-24T17:22:00,,Return to Owner,Neutered Male,30.595904,-97.32384938,78.67480159,Fossa,,
406.0,2 weeks,A753867,Cat,Domestic Medium Hair Mix,Black Smoke,2017-06-27,7/12/2017 14:14,2017-07-12T14:14:00,Partner,Transfer,Intact Male,30.38365201,-97.28588299,2.227579365,,,
407.0,3 years,A585131,Cat,Domestic Shorthair Mix,Calico,2010-09-22,6/14/2014 17:25,2014-06-14T17:25:00,,Return to Owner,Spayed Female,30.4091918,-97.26482169,194.5322421,Lupe Fleasco,,
408.0,2 years,A711379,Dog,Labrador Retriever Mix,Black/White,2013-09-06,9/6/2015 13:57,2015-09-06T13:57:00,,Return to Owner,Neutered Male,30.48121353,-97.34936025,104.36875,Turbo,,
409.0,2 months,A739417,Dog,Dachshund,Brown,2016-10-18,12/20/2016 23:03,2016-12-20T23:03:00,Foster,Adoption,Neutered Male,30.50045899,-97.65780531,9.137202381,*Tot,,
410.0,1 month,A707206,Dog,Pit Bull Mix,Black/White,2015-05-13,7/13/2015 11:20,2015-07-13T11:20:00,Partner,Transfer,Intact Male,30.67569283,-97.55778517,8.781746032,,,
411.0,1 year,A687934,Other,Bat,Brown,2013-09-12,9/12/2014 11:57,2014-09-12T11:57:00,Rabies Risk,Euthanasia,Unknown,30.47075246,-97.64202223,52.2139881,,,
412.0,12 years,A756445,Dog,Yorkshire Terrier Mix,Brown/Tan,2005-08-19,8/20/2017 11:42,2017-08-20T11:42:00,,Return to Owner,Neutered Male,30.29511419,-97.68591906,626.3553571,Gizmo,,
413.0,2 years,A681699,Cat,Domestic Longhair Mix,Black,2012-06-19,6/19/2014 18:43,2014-06-19T18:43:00,Partner,Transfer,Intact Male,30.66532307,-97.27195215,104.397123,,,
414.0,4 months,A747806,Cat,Domestic Shorthair,Calico,2017-04-11,8/12/2017 13:58,2017-08-12T13:58:00,Foster,Adoption,Spayed Female,30.66819999,-97.32970366,17.65456349,*Janet,,
415.0,1 year,A756523,Cat,American Shorthair Mix,Brown Tabby/White,2016-05-21,8/28/2017 16:32,2017-08-28T16:32:00,,Adoption,Neutered Male,30.75650255,-97.47995097,66.38412698,Bodie,,
416.0,3 years,A718312,Dog,Pit Bull Mix,Black/White,2012-12-27,1/8/2016 15:21,2016-01-08T15:21:00,,Return to Owner,Intact Male,30.53399204,-97.27438979,158.2342262,Lucky,,
417.0,3 years,A679728,Cat,Domestic Shorthair Mix,White,2011-05-25,6/16/2014 12:46,2014-06-16T12:46:00,Partner,Transfer,Spayed Female,30.43142747,-97.29160919,159.7902778,Jojo,,
418.0,8 months,A668206,Cat,Domestic Shorthair Mix,Calico,2013-03-29,12/27/2013 15:49,2013-12-27T15:49:00,Partner,Transfer,Spayed Female,30.31433517,-97.50458878,39.09414683,*Ciara,,
419.0,1 year,A664613,Dog,Border Collie/American Staffordshire Terrier,Black/White,2012-10-06,10/14/2013 11:47,2013-10-14T11:47:00,Partner,Transfer,Intact Female,30.5780649,-97.3774515,53.35585317,*Pammy,,
420.0,6 months,A687225,Cat,Domestic Shorthair Mix,Brown Tabby,2014-05-02,11/9/2014 17:40,2014-11-09T17:40:00,,Adoption,Spayed Female,30.27764686,-97.38173449,27.39087302,*Hope,,
421.0,2 months,A665694,Dog,German Shepherd Mix,Black/Tan,2013-08-21,10/27/2013 13:20,2013-10-27T13:20:00,Partner,Transfer,Intact Male,30.7586688,-97.41973583,9.650793651,,,
422.0,4 years,A621716,Dog,Pit Bull Mix,Chocolate/White,2010-03-11,9/15/2014 18:52,2014-09-15T18:52:00,,Return to Owner,Spayed Female,30.39255455,-97.32242743,235.6837302,*Maizy,,
423.0,2 years,A667109,Dog,American Bulldog/Labrador Retriever,Black/White,2011-11-12,12/11/2013 12:50,2013-12-11T12:50:00,,Adoption,Neutered Male,30.48797693,-97.73971023,108.6478175,Hank,,
424.0,2 months,A749612,Dog,Labrador Retriever Mix,White/Gray,2017-05-16,7/18/2017 12:00,2017-07-18T12:00:00,Foster,Adoption,Neutered Male,30.51401387,-97.38220122,9.071428571,*Prince,,
425.0,5 months,A685797,Other,Squirrel Mix,Brown,2014-02-12,8/12/2014 18:10,2014-08-12T18:10:00,Suffering,Euthanasia,Intact Female,30.42885784,-97.34838949,25.96527778,,,
426.0,7 years,A525136,Cat,American Shorthair Mix,Calico,2007-10-17,3/20/2015 11:01,2015-03-20T11:01:00,Partner,Transfer,Spayed Female,30.3170641,-97.60042881,387.3512897,Muneca,,
427.0,2 months,A702852,Cat,Domestic Shorthair Mix,Orange Tabby,2015-03-03,5/23/2015 11:16,2015-05-23T11:16:00,,Adoption,Neutered Male,30.59757501,-97.72337382,11.63849206,*Zeke,,
428.0,1 year,A750022,Cat,Domestic Shorthair Mix,Orange Tabby/White,2016-05-22,6/10/2017 10:54,2017-06-10T10:54:00,Partner,Transfer,Neutered Male,30.55903254,-97.47613024,54.92202381,*Hudson,,
429.0,2 years,A722427,Other,Opossum Mix,Gray,2014-03-16,3/16/2016 14:57,2016-03-16T14:57:00,Rabies Risk,Euthanasia,Unknown,30.50856976,-97.43857279,104.5175595,,,
430.0,1 year,A666852,Dog,Pit Bull Mix,Chocolate/White,2012-05-08,12/12/2013 15:17,2013-12-12T15:17:00,Aggressive,Euthanasia,Spayed Female,30.71201254,-97.52294958,83.37668651,*Bonnie,,
431.0,2 years,A743447,Dog,Chihuahua Shorthair Mix,Tan/White,2015-02-10,2/11/2017 15:25,2017-02-11T15:25:00,,Return to Owner,Neutered Male,30.6478024,-97.37273147,104.6631944,Squints,,
432.0,3 years,A674476,Cat,Domestic Shorthair Mix,Brown Tabby,2011-03-13,3/15/2014 17:49,2014-03-15T17:49:00,Suffering,Euthanasia,Intact Female,30.34252784,-97.39646074,156.9631944,*Fiona,,
433.0,3 years,A759045,Dog,Pit Bull Mix,White/Tan,2014-09-25,9/27/2017 14:25,2017-09-27T14:25:00,,Return to Owner,Intact Male,30.53358454,-97.62320062,156.9429563,Boss,,
434.0,2 years,A726876,Dog,Rottweiler,Black/Brown,2014-05-15,9/22/2016 19:08,2016-09-22T19:08:00,,Adoption,Neutered Male,30.37731165,-97.41899944,123.1138889,*Reuben,,
435.0,1 year,A752512,Cat,Domestic Shorthair Mix,Black,2016-06-23,7/3/2017 15:41,2017-07-03T15:41:00,Snr,Transfer,Intact Female,30.47493381,-97.31697965,53.66478175,*Lala,,
436.0,3 months,A729002,Cat,Domestic Shorthair Mix,Brown Tabby,2016-03-12,6/12/2016 13:09,2016-06-12T13:09:00,Suffering,Euthanasia,Intact Male,30.43005535,-97.66464592,13.22113095,,,
437.0,1 year,A746114,Other,Bat Mix,Brown,2016-03-28,3/29/2017 7:50,2017-03-29T07:50:00,Rabies Risk,Euthanasia,Unknown,30.44775348,-97.52880096,52.33234127,,,
438.0,2 weeks,A725791,Other,Opossum,Gray,2016-04-15,5/3/2016 12:38,2016-05-03T12:38:00,Underage,Euthanasia,Unknown,30.58494844,-97.46288063,2.646626984,,,
439.0,2 weeks,A680863,Bird,Duck,Yellow/Black,2014-05-25,6/10/2014 0:00,2014-06-10T00:00:00,Partner,Transfer,Unknown,30.6589808,-97.3750885,2.285714286,,,
440.0,6 months,A695938,Cat,Domestic Shorthair Mix,Tortie,2014-07-26,1/31/2015 18:19,2015-01-31T18:19:00,,Adoption,Spayed Female,30.65457534,-97.28139551,27.10902778,Callie,,
441.0,3 days,A704633,Cat,Domestic Shorthair Mix,White/Blue,2015-06-05,6/8/2015 11:10,2015-06-08T11:10:00,Partner,Transfer,Unknown,30.58101568,-97.5878691,0.495039683,,,
442.0,10 years,A762711,Dog,Catahoula Mix,Brown/White,2007-11-25,11/25/2017 15:19,2017-11-25T15:19:00,,Return to Owner,Neutered Male,30.30002048,-97.3326802,521.9483135,Willy,,
443.0,9 years,A707335,Dog,Pug Mix,Buff,2006-07-13,7/13/2015 18:03,2015-07-13T18:03:00,,Return to Owner,Intact Male,30.46007622,-97.3431438,469.678869,Killer,,
444.0,3 years,A753198,Cat,Domestic Shorthair Mix,Orange Tabby,2014-07-03,7/7/2017 15:48,2017-07-07T15:48:00,Snr,Transfer,Neutered Male,30.5739625,-97.36072544,157.2369048,,,
445.0,2 months,A728166,Cat,Domestic Shorthair Mix,Brown Tabby,2016-04-24,7/9/2016 17:54,2016-07-09T17:54:00,Foster,Adoption,Spayed Female,30.75894828,-97.29072227,10.96369048,*Kelly,,
446.0,2 years,A725930,Dog,Shih Tzu Mix,White/Buff,2014-05-03,5/7/2016 17:38,2016-05-07T17:38:00,,Adoption,Neutered Male,30.4958457,-97.44443126,105.1049603,Austin,,
447.0,3 months,A763045,Cat,Domestic Shorthair Mix,Brown Tabby/White,2017-08-17,12/9/2017 17:09,2017-12-09T17:09:00,,Adoption,Intact Male,30.41000745,-97.30275304,16.38779762,Tiger,,
448.0,2 years,A723943,Cat,Siamese Mix,Flame Point,2014-04-09,4/14/2016 19:11,2016-04-14T19:11:00,SCRP,Transfer,Neutered Male,30.57293589,-97.43694629,105.2570437,,,
449.0,4 years,A657492,Dog,Pit Bull Mix,White/Black,2010-06-28,9/29/2014 18:34,2014-09-29T18:34:00,,Return to Owner,Spayed Female,30.63180354,-97.35248924,222.1105159,Freckles,,
450.0,4 years,A665212,Dog,Labrador Retriever Mix,Brown/White,2009-10-15,12/26/2013 9:56,2013-12-26T09:56:00,,Adoption,Neutered Male,30.45504918,-97.43219032,219.059127,*Lonnie,,
451.0,4 months,A698702,Dog,German Shepherd/Alaskan Malamute,Sable/White,2014-11-16,3/21/2015 12:37,2015-03-21T12:37:00,,Adoption,Neutered Male,30.44324744,-97.51224986,17.93224206,,,
452.0,3 months,A671067,Dog,Miniature Pinscher Mix,Chocolate/Brown,2013-10-17,1/21/2014 17:12,2014-01-21T17:12:00,,Adoption,Spayed Female,30.59382256,-97.36618562,13.81666667,,,
453.0,7 months,A658511,Dog,Labrador Retriever/Pit Bull,Chocolate,2013-03-11,10/29/2013 9:07,2013-10-29T09:07:00,Foster,Adoption,Neutered Male,30.58080486,-97.71147142,33.19712302,*Jasper,,
454.0,1 month,A705436,Cat,Domestic Longhair Mix,Orange Tabby,2015-04-25,6/17/2015 12:14,2015-06-17T12:14:00,Suffering,Euthanasia,Intact Male,30.52721607,-97.6058551,7.644246032,,,
455.0,1 month,A713015,Cat,Siamese Mix,Seal Point,2015-09-01,10/11/2015 11:56,2015-10-11T11:56:00,Partner,Transfer,Intact Female,30.75387769,-97.60389732,5.78531746,*Cersei,,
456.0,14 years,A691761,Dog,Yorkshire Terrier,Silver/Tan,2000-11-09,11/9/2014 11:10,2014-11-09T11:10:00,,Return to Owner,Neutered Male,30.38939506,-97.62746823,730.4950397,Poopy,,
457.0,6 years,A730511,Dog,Pit Bull Mix,White/Brown,2010-10-22,11/30/2016 12:58,2016-11-30T12:58:00,Partner,Transfer,Neutered Male,30.47118194,-97.28581242,318.7914683,Rocky,,
458.0,2 months,A701213,Dog,German Shepherd Mix,Brown,2015-02-25,5/2/2015 21:23,2015-05-02T21:23:00,Offsite,Adoption,Neutered Male,30.66174546,-97.67399273,9.555853175,,,
459.0,1 month,A685106,Cat,Domestic Shorthair Mix,Brown Tabby,2014-07-06,9/2/2014 18:47,2014-09-02T18:47:00,,Adoption,Neutered Male,30.40582451,-97.66680812,8.397519841,*Larkspur,,
460.0,4 months,A716662,Cat,Domestic Shorthair Mix,Blue Tabby/White,2015-07-22,11/29/2015 18:19,2015-11-29T18:19:00,,Adoption,Neutered Male,30.47835936,-97.5812601,18.68045635,Archer,,
461.0,3 months,A722347,Dog,Pit Bull Mix,Tan/White,2015-12-15,3/19/2016 17:41,2016-03-19T17:41:00,,Adoption,Neutered Male,30.35160558,-97.55675551,13.67668651,,,
462.0,9 years,A663210,Cat,Domestic Shorthair Mix,Black,2004-09-14,4/12/2014 15:32,2014-04-12T15:32:00,Foster,Adoption,Neutered Male,30.70615215,-97.66565911,499.6638889,Charlie,,
463.0,1 weeks,A732887,Cat,Domestic Shorthair Mix,Calico,2016-08-04,8/14/2016 19:12,2016-08-14T19:12:00,Partner,Transfer,Unknown,30.32183632,-97.58168272,1.542857143,,,
464.0,1 year,A722331,Dog,Pit Bull Mix,Brown Brindle,2015-03-14,3/19/2016 17:26,2016-03-19T17:26:00,,Adoption,Neutered Male,30.73452137,-97.26480502,53.10376984,*Hendrix,,
465.0,4 years,A743066,Dog,German Shepherd Mix,White,2013-02-03,2/8/2017 0:00,2017-02-08T00:00:00,Partner,Transfer,Spayed Female,30.53373558,-97.58107569,209.4285714,Belle,,
466.0,6 years,A604679,Dog,Chihuahua Shorthair Mix,Cream,2008-12-27,1/1/2015 0:00,2015-01-01T00:00:00,Partner,Transfer,Neutered Male,30.61746476,-97.65174648,313.7142857,Snowball,,
467.0,3 weeks,A682131,Cat,Domestic Shorthair Mix,Brown Tabby,2014-06-02,6/24/2014 19:15,2014-06-24T19:15:00,Partner,Transfer,Intact Male,30.55359804,-97.70401446,3.257440476,,,
468.0,2 months,A675516,Cat,Domestic Shorthair Mix,Brown Tabby/White,2014-03-21,5/24/2014 15:25,2014-05-24T15:25:00,,Adoption,Spayed Female,30.45420529,-97.31710859,9.234623016,,,
469.0,6 years,A740539,Dog,Chihuahua Shorthair/Italian Greyhound,Tan/White,2010-12-19,12/22/2016 17:37,2016-12-22T17:37:00,Partner,Transfer,Spayed Female,30.36977945,-97.37584376,313.6762897,Bella,,
470.0,2 weeks,A748759,Cat,Domestic Shorthair Mix,Black,2017-04-24,5/9/2017 10:30,2017-05-09T10:30:00,In Kennel,Died,Intact Male,30.69910677,-97.59274715,2.205357143,,,
471.0,1 year,A724181,Dog,Queensland Heeler,White/Black,2015-08-13,9/24/2016 11:44,2016-09-24T11:44:00,,Return to Owner,Neutered Male,30.51564879,-97.58391191,58.35555556,Blue,,
472.0,1 year,A759132,Dog,Labrador Retriever Mix,White/Brown,2016-09-27,11/21/2017 15:08,2017-11-21T15:08:00,,Adoption,Spayed Female,30.70162025,-97.52915578,60.09007937,Lucy,,
473.0,3 years,A679072,Dog,Chihuahua Shorthair/Wire Hair Fox Terrier,White/Brown,2011-05-16,5/28/2014 17:55,2014-05-28T17:55:00,,Adoption,Neutered Male,30.51087002,-97.27676732,158.3923611,Rudy,,
474.0,6 months,A728751,Dog,Border Collie Mix,Chocolate/White,2015-12-08,7/2/2016 14:02,2016-07-02T14:02:00,,Adoption,Spayed Female,30.70452928,-97.45353173,29.65496032,Chloe,,
475.0,6 years,A719194,Dog,Beagle Mix,Tricolor,2011-01-27,4/4/2017 17:27,2017-04-04T17:27:00,Partner,Transfer,Spayed Female,30.58885,-97.49213587,322.8181548,Ginger,,
476.0,2 months,A677195,Cat,Domestic Shorthair Mix,Calico,2014-03-23,5/25/2014 18:26,2014-05-25T18:26:00,,Adoption,Spayed Female,30.33332968,-97.41560471,9.109722222,Rosie,,
477.0,2 weeks,A692326,Cat,Domestic Shorthair Mix,Blue Tabby,2014-11-03,11/18/2014 17:28,2014-11-18T17:28:00,Partner,Transfer,Intact Female,30.53817185,-97.65816642,2.246825397,,,
478.0,2 months,A676728,Cat,Domestic Shorthair Mix,Orange Tabby,2014-04-12,7/12/2014 20:15,2014-07-12T20:15:00,Foster,Adoption,Neutered Male,30.54187348,-97.51910127,13.12053571,Macduff,,
479.0,2 months,A755431,Cat,Domestic Shorthair Mix,Brown Tabby,2017-07-03,9/30/2017 9:58,2017-09-30T09:58:00,Foster,Adoption,Spayed Female,30.54192974,-97.25135943,12.77361111,*Buttercup,,
480.0,1 month,A692060,Cat,Domestic Shorthair Mix,Black/White,2014-10-06,11/13/2014 18:37,2014-11-13T18:37:00,Suffering,Euthanasia,Intact Female,30.54699552,-97.24752867,5.539384921,,,
481.0,1 year,A717535,Dog,Beagle Mix,Tricolor,2014-12-09,12/15/2015 15:31,2015-12-15T15:31:00,,Adoption,Spayed Female,30.49533551,-97.51278319,53.09236111,Daisy,,
482.0,1 year,A667409,Cat,Domestic Medium Hair Mix,Black,2012-11-17,11/22/2013 17:17,2013-11-22T17:17:00,SCRP,Transfer,Neutered Male,30.33222398,-97.44233516,52.96001984,Herby,,
483.0,2 months,A705802,Dog,Treeing Walker Coonhound Mix,Tricolor,2015-04-06,6/21/2015 17:47,2015-06-21T17:47:00,Partner,Transfer,Unknown,30.46699669,-97.55440814,10.96299603,,,
484.0,4 weeks,A690555,Cat,Domestic Shorthair Mix,Black/White,2014-09-22,10/25/2014 10:53,2014-10-25T10:53:00,Partner,Transfer,Intact Male,30.40109608,-97.54564459,4.77906746,*Chip,,
485.0,4 years,A696188,Dog,Pit Bull Mix,Blue/White,2011-01-30,2/2/2015 16:16,2015-02-02T16:16:00,,Return to Owner,Intact Female,30.29159304,-97.56433501,209.2396825,Maya,,
486.0,1 year,A692350,Cat,Domestic Shorthair Mix,Torbie,2013-11-18,11/25/2014 18:39,2014-11-25T18:39:00,SCRP,Transfer,Intact Female,30.62231485,-97.55690802,53.25386905,,,
487.0,3 months,A737550,Cat,Domestic Shorthair Mix,Brown Tabby/White,2016-09-26,1/12/2017 9:36,2017-01-12T09:36:00,Foster,Adoption,Neutered Male,30.68798126,-97.52722705,15.48571429,Ernie,,
488.0,2 months,A687998,Cat,Domestic Shorthair Mix,Black,2014-07-13,9/18/2014 16:24,2014-09-18T16:24:00,,Adoption,Neutered Male,30.35566593,-97.39412419,9.669047619,*Rabbit,,
489.0,9 years,A517501,Cat,Ragdoll Mix,Calico Point,2006-04-26,10/17/2015 15:44,2015-10-17T15:44:00,,Adoption,Spayed Female,30.71748705,-97.25971314,494.5222222,Snow Kitty,,
490.0,5 months,A670634,Dog,Plott Hound Mix,Brown Brindle,2013-08-12,1/28/2014 15:52,2014-01-28T15:52:00,,Adoption,Spayed Female,30.66777859,-97.42687894,24.23730159,*Eliza,,
491.0,2 years,A669460,Dog,Pomeranian/Border Terrier,Buff,2011-12-21,12/24/2013 15:46,2013-12-24T15:46:00,,Adoption,Neutered Male,30.48081225,-97.46033599,104.9509921,Pancho,,
492.0,1 year,A667030,Dog,Dachshund/Labrador Retriever,Tan,2013-05-04,5/7/2014 14:04,2014-05-07T14:04:00,,Adoption,Spayed Female,30.68323803,-97.70381942,52.65515873,*Sugar,,
493.0,2 years,A705722,Cat,Domestic Shorthair Mix,Brown Tabby/White,2013-06-20,7/27/2015 17:54,2015-07-27T17:54:00,Foster,Adoption,Spayed Female,30.32553831,-97.5900131,109.6779762,,,
494.0,2 months,A728536,Cat,Domestic Shorthair Mix,Brown Tabby,2016-05-05,7/9/2016 17:58,2016-07-09T17:58:00,Foster,Adoption,Neutered Male,30.52132759,-97.50078768,9.39265873,*Tommy,,
495.0,2 months,A719482,Cat,Domestic Medium Hair Mix,Brown Tabby/White,2015-11-14,1/22/2016 17:37,2016-01-22T17:37:00,,Adoption,Neutered Male,30.66503354,-97.33113414,9.962003968,,,
496.0,2 weeks,A725880,Cat,Domestic Shorthair Mix,White/Black,2016-04-18,5/3/2016 15:58,2016-05-03T15:58:00,Partner,Transfer,Unknown,30.61318979,-97.33009561,2.237896825,,,
497.0,2 months,A681780,Cat,Domestic Shorthair Mix,Black,2014-04-06,6/27/2014 14:18,2014-06-27T14:18:00,,Adoption,Neutered Male,30.54180303,-97.26637225,11.79940476,Maybe,,
498.0,2 years,A756818,Cat,Domestic Shorthair Mix,Tortie,2015-08-25,9/3/2017 16:10,2017-09-03T16:10:00,,Adoption,Spayed Female,30.57724495,-97.37597261,105.8105159,*Vanillope,,
499.0,1 year,A694430,Dog,Pit Bull Mix,Brown,2013-12-28,1/26/2015 16:19,2015-01-26T16:19:00,,Adoption,Spayed Female,30.28045842,-97.32542364,56.3828373,Chica,,
500.0,1 year,A675587,Other,Raccoon Mix,Black/Gray,2013-03-29,3/30/2014 14:45,2014-03-30T14:45:00,Rabies Risk,Euthanasia,Unknown,30.6598662,-97.48064348,52.3735119,,,
501.0,2 weeks,A680857,Bird,Duck,Yellow/Black,2014-05-25,6/10/2014 0:00,2014-06-10T00:00:00,Partner,Transfer,Unknown,30.68099708,-97.31416586,2.285714286,,,
502.0,4 months,A659172,Dog,Chihuahua Shorthair Mix,Black/Tan,2013-06-05,10/7/2013 18:00,2013-10-07T18:00:00,Foster,Adoption,Spayed Female,30.2953604,-97.54330769,17.82142857,Lexi,,
503.0,1 year,A703381,Cat,Domestic Shorthair Mix,Brown Tabby,2014-05-24,6/2/2015 9:07,2015-06-02T09:07:00,Suffering,Euthanasia,Intact Female,30.591366,-97.44274385,53.4828373,,,
504.0,8 years,A759534,Dog,Beagle Mix,Tricolor,2009-10-03,10/4/2017 11:09,2017-10-04T11:09:00,,Return to Owner,Intact Female,30.38052846,-97.42752131,417.6377976,Looloo,,
505.0,6 years,A677736,Dog,Miniature Poodle,White,2008-04-28,5/4/2014 18:18,2014-05-04T18:18:00,Partner,Transfer,Spayed Female,30.37327051,-97.63823534,313.9660714,Curly,,
506.0,1 year,A698647,Dog,Miniature Pinscher Mix,Black/Brown,2014-01-15,3/29/2015 17:22,2015-03-29T17:22:00,,Adoption,Neutered Male,30.4616499,-97.28432733,62.67480159,Shadow,,
507.0,2 weeks,A702814,Cat,Domestic Shorthair Mix,Black,2015-05-03,5/18/2015 13:38,2015-05-18T13:38:00,Partner,Transfer,Unknown,30.48961233,-97.6707266,2.224007937,,,
508.0,4 months,A670311,Cat,Domestic Shorthair Mix,Black/White,2013-09-05,1/13/2014 17:55,2014-01-13T17:55:00,,Adoption,Neutered Male,30.48122575,-97.50361148,18.6780754,*Tim,,
509.0,1 week,A746690,Cat,Domestic Longhair Mix,Gray/White,2017-03-31,4/7/2017 14:08,2017-04-07T14:08:00,Partner,Transfer,Unknown,30.27478963,-97.61028368,1.084126984,,,
